CaseMasterID,CrimeNo,District,PoliceStationNo,CrimeRegisteredDate,Year,Month,Hour,TimeOfDay,CaseCategory,GravityOffence,CrimeHead,CrimeSubHead,CaseStatus,latitude,longitude
158,700070003202200158,Hubballi-Dharwad,3,2022-08-25,2022,8,7,Morning (6AM-12PM),Zero FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,15.40694,75.06346
159,100040003202200159,Mangaluru (Dakshina Kannada),3,2022-07-07,2022,7,23,Evening (6PM-12AM),PAR,Heinous,Crimes Against Body,Murder,Under Investigation,12.89531,74.86593
160,100010002202600160,Bengaluru City,2,2026-08-14,2026,8,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,12.9755,77.61982
161,100190001202400161,Hassan,1,2024-05-02,2024,5,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Closed,12.948,76.08581
162,100110002202400162,Davanagere,2,2024-05-15,2024,5,19,Evening (6PM-12AM),PAR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,14.52751,75.83086
163,100020004202600163,Bengaluru Rural,4,2026-08-21,2026,8,18,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.28508,77.54708
164,700190004202500164,Hassan,4,2025-11-05,2025,11,19,Evening (6PM-12AM),Zero FIR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,12.98349,76.16886
165,700040003202500165,Mangaluru (Dakshina Kannada),3,2025-10-07,2025,10,7,Morning (6AM-12PM),Zero FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,12.8352,74.77313
166,400100004202500166,Shivamogga,4,2025-08-03,2025,8,21,Evening (6PM-12AM),UDR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,13.97387,75.58403
167,400020001202600167,Bengaluru Rural,1,2026-08-22,2026,8,14,Afternoon (12PM-6PM),UDR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,13.27373,77.58086
168,100240003202600168,Kodagu,3,2026-03-12,2026,3,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,12.24236,75.75167
169,100040001202400169,Mangaluru (Dakshina Kannada),1,2024-02-23,2024,2,8,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,13.01043,74.91894
170,100110002202300170,Davanagere,2,2023-09-01,2023,9,15,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,14.565,75.96484
171,100030002202600171,Mysuru,2,2026-01-07,2026,1,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,12.2921,76.65794
172,100010003202500172,Bengaluru City,3,2025-01-05,2025,1,17,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Body,Attempt to Murder,Undetected,12.97581,77.64297
173,700190002202400173,Hassan,2,2024-08-17,2024,8,1,Night (12AM-6AM),Zero FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,13.0774,76.06042
174,100190004202600174,Hassan,4,2026-10-11,2026,10,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Forgery,Closed,12.99561,76.02506
175,100080004202300175,Ballari,4,2023-06-06,2023,6,19,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Grievous Hurt,False Case,15.11363,76.94028
176,100290004202400176,Gadag,4,2024-02-09,2024,2,5,Night (12AM-6AM),FIR,Heinous,Crimes Against Body,Attempt to Murder,Closed,15.43921,75.6028
177,100270002202200177,Bagalkot,2,2022-12-17,2022,12,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,16.20492,75.65508
178,100020003202500178,Bengaluru Rural,3,2025-10-17,2025,10,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,13.30153,77.56882
179,100130004202400179,Raichur,4,2024-06-17,2024,6,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,16.16969,77.33562
180,100130001202300180,Raichur,1,2023-05-04,2023,5,10,Morning (6AM-12PM),FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,16.24037,77.41173
181,700070004202200181,Hubballi-Dharwad,4,2022-02-26,2022,2,19,Evening (6PM-12AM),Zero FIR,Non-Heinous,Cyber Crime,Identity Theft,Closed,15.35443,75.02442
182,100050004202400182,Belagavi,4,2024-08-15,2024,8,4,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,15.82427,74.45378
183,100050004202600183,Belagavi,4,2026-11-09,2026,11,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,15.76674,74.49242
184,700030002202500184,Mysuru,2,2025-10-05,2025,10,7,Morning (6AM-12PM),Zero FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,12.33865,76.56837
185,100020002202500185,Bengaluru Rural,2,2025-09-06,2025,9,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Murder,Closed,13.24105,77.48107
186,100280001202400186,Haveri,1,2024-09-03,2024,9,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,14.73116,75.3146
187,100010001202500187,Bengaluru City,1,2025-12-18,2025,12,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,12.92627,77.53122
188,400110002202200188,Davanagere,2,2022-05-18,2022,5,7,Morning (6AM-12PM),UDR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,14.46107,75.91939
189,400210001202600189,Koppal,1,2026-05-21,2026,5,3,Night (12AM-6AM),UDR,Heinous,Crimes Against Women,Domestic Violence,Closed,15.3066,76.17257
190,100080001202400190,Ballari,1,2024-05-08,2024,5,2,Night (12AM-6AM),PAR,Non-Heinous,Crimes Against Women,Molestation,Charge Sheeted,15.09867,76.9821
191,700160004202600191,Udupi,4,2026-06-08,2026,6,10,Morning (6AM-12PM),Zero FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,13.44427,74.75236
192,100210003202600192,Koppal,3,2026-05-11,2026,5,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,False Case,15.34564,76.11321
193,100060004202500193,Kalaburagi,4,2025-10-01,2025,10,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,17.35224,76.88625
194,100270003202500194,Bagalkot,3,2025-04-27,2025,4,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Closed,16.23067,75.66241
195,100040001202500195,Mangaluru (Dakshina Kannada),1,2025-12-04,2025,12,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,13.00223,74.85779
196,100030001202500196,Mysuru,1,2025-07-06,2025,7,23,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,12.28297,76.58077
197,400010003202300197,Bengaluru City,3,2023-09-22,2023,9,20,Evening (6PM-12AM),UDR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.97726,77.71427
198,100230002202200198,Chamarajanagar,2,2022-11-01,2022,11,12,Afternoon (12PM-6PM),PAR,Non-Heinous,Crimes Against Property,Dacoity,False Case,11.85534,76.88414
199,100050004202500199,Belagavi,4,2025-01-02,2025,1,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,15.89902,74.53228
200,100090001202500200,Tumakuru,1,2025-07-09,2025,7,8,Morning (6AM-12PM),FIR,Heinous,Crimes Against Body,Murder,Undetected,13.33995,77.13534
201,100130003202600201,Raichur,3,2026-10-22,2026,10,18,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,16.16624,77.37143
202,100270001202600202,Bagalkot,1,2026-09-20,2026,9,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,16.14309,75.69254
203,100280001202600203,Haveri,1,2026-07-11,2026,7,11,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,14.78255,75.32813
204,100090001202600204,Tumakuru,1,2026-07-25,2026,7,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,13.36273,77.09079
205,100230001202300205,Chamarajanagar,1,2023-05-18,2023,5,1,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Closed,11.94583,76.96036
206,100020001202300206,Bengaluru Rural,1,2023-04-01,2023,4,19,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,13.37631,77.61529
207,100090003202500207,Tumakuru,3,2025-05-04,2025,5,20,Evening (6PM-12AM),FIR,Non-Heinous,Public Order,Unlawful Assembly,Charge Sheeted,13.26903,77.12264
208,100030004202500208,Mysuru,4,2025-12-27,2025,12,2,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,12.26041,76.57122
209,100190004202200209,Hassan,4,2022-04-21,2022,4,12,Afternoon (12PM-6PM),PAR,Heinous,Crimes Against Women,Sexual Assault,Under Investigation,13.08276,76.03797
210,700070001202300210,Hubballi-Dharwad,1,2023-05-21,2023,5,18,Evening (6PM-12AM),Zero FIR,Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,15.40949,75.07888
211,100110004202500211,Davanagere,4,2025-12-19,2025,12,23,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Cyberstalking,Closed,14.46121,75.82248
212,100090002202400212,Tumakuru,2,2024-07-08,2024,7,4,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,13.33906,77.20132
213,100190002202200213,Hassan,2,2022-08-15,2022,8,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,13.02378,76.05749
214,100240004202300214,Kodagu,4,2023-11-14,2023,11,0,Night (12AM-6AM),PAR,Heinous,Crimes Against Body,Murder,Under Investigation,12.35691,75.72452
215,100050003202200215,Belagavi,3,2022-06-15,2022,6,15,Afternoon (12PM-6PM),PAR,Non-Heinous,Crimes Against Body,Grievous Hurt,False Case,15.78633,74.5168
216,100030001202300216,Mysuru,1,2023-09-04,2023,9,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Undetected,12.33723,76.70287
217,100210002202200217,Koppal,2,2022-09-04,2022,9,18,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,15.30539,76.1763
218,100040003202300218,Mangaluru (Dakshina Kannada),3,2023-06-09,2023,6,20,Evening (6PM-12AM),FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,12.94086,74.84984
219,100090004202300219,Tumakuru,4,2023-06-20,2023,6,10,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Molestation,Charge Sheeted,13.36825,77.2074
220,100040002202500220,Mangaluru (Dakshina Kannada),2,2025-10-12,2025,10,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,12.94754,74.84906
221,100250003202400221,Ramanagara,3,2024-08-07,2024,8,9,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Closed,12.83207,77.30451
222,100050004202400222,Belagavi,4,2024-07-06,2024,7,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Undetected,15.84856,74.49516
223,100110002202300223,Davanagere,2,2023-07-20,2023,7,6,Morning (6AM-12PM),FIR,Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,14.36703,75.90028
224,100030004202400224,Mysuru,4,2024-09-23,2024,9,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Closed,12.2841,76.60382
225,400150002202500225,Chikkamagaluru,2,2025-04-08,2025,4,9,Morning (6AM-12PM),UDR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,13.26313,75.73699
226,100070001202300226,Hubballi-Dharwad,1,2023-02-08,2023,2,9,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,15.34719,75.25851
227,100090004202600227,Tumakuru,4,2026-04-08,2026,4,20,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,13.36822,77.03153
228,100120001202500228,Vijayapura,1,2025-02-19,2025,2,20,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,16.67119,75.68957
229,700090003202300229,Tumakuru,3,2023-11-24,2023,11,21,Evening (6PM-12AM),Zero FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,13.37266,77.01376
230,100050003202600230,Belagavi,3,2026-09-18,2026,9,18,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,15.96255,74.48886
231,100140002202500231,Bidar,2,2025-07-07,2025,7,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Public Order,Rioting,Under Investigation,17.78952,77.45882
232,100010004202500232,Bengaluru City,4,2025-04-22,2025,4,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,13.0443,77.50665
233,100030002202600233,Mysuru,2,2026-04-03,2026,4,8,Morning (6AM-12PM),FIR,Non-Heinous,Cyber Crime,Phishing,Charge Sheeted,12.26914,76.69562
234,100060001202300234,Kalaburagi,1,2023-10-03,2023,10,4,Night (12AM-6AM),FIR,Non-Heinous,Cyber Crime,Phishing,Charge Sheeted,17.36658,76.90961
235,700010001202500235,Bengaluru City,1,2025-01-07,2025,1,4,Night (12AM-6AM),Zero FIR,Non-Heinous,Economic Offences,Forgery,Closed,13.02997,77.57435
236,100030003202300236,Mysuru,3,2023-01-12,2023,1,3,Night (12AM-6AM),FIR,Heinous,Narcotics,NDPS Possession,Under Investigation,12.29428,76.69005
237,100050004202400237,Belagavi,4,2024-05-23,2024,5,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Theft,Closed,15.85859,74.5314
238,100020003202600238,Bengaluru Rural,3,2026-10-22,2026,10,18,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,13.2428,77.57971
239,100110004202400239,Davanagere,4,2024-09-26,2024,9,7,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Forgery,False Case,14.51388,75.80862
240,100250002202200240,Ramanagara,2,2022-12-17,2022,12,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Cyberstalking,Under Investigation,12.66114,77.21824
241,100140002202400241,Bidar,2,2024-08-01,2024,8,8,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,17.78325,77.57335
242,100020001202200242,Bengaluru Rural,1,2022-11-13,2022,11,3,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,13.31515,77.53883
243,100030002202300243,Mysuru,2,2023-01-01,2023,1,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,12.34352,76.73819
244,100090001202300244,Tumakuru,1,2023-06-19,2023,6,19,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,13.33862,77.11808
245,100050002202200245,Belagavi,2,2022-02-25,2022,2,20,Evening (6PM-12AM),PAR,Non-Heinous,Economic Offences,Cheating,False Case,15.77146,74.59533
246,100110004202300246,Davanagere,4,2023-02-20,2023,2,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,14.43848,75.86441
247,100300003202300247,Uttara Kannada,3,2023-12-05,2023,12,9,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,14.80039,74.72868
248,100180004202300248,Mandya,4,2023-06-05,2023,6,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,12.47724,76.96759
249,100240004202600249,Kodagu,4,2026-10-09,2026,10,10,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,12.35765,75.76272
250,100160001202300250,Udupi,1,2023-08-05,2023,8,5,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Cheating,Closed,13.26642,74.65285
251,100080003202400251,Ballari,3,2024-05-09,2024,5,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,15.02865,76.9288
252,100050004202300252,Belagavi,4,2023-09-20,2023,9,8,Morning (6AM-12PM),FIR,Heinous,Narcotics,NDPS Possession,Charge Sheeted,15.80528,74.49517
253,400020002202600253,Bengaluru Rural,2,2026-02-01,2026,2,17,Afternoon (12PM-6PM),UDR,Heinous,Narcotics,NDPS Possession,Charge Sheeted,13.23417,77.5553
254,100020004202500254,Bengaluru Rural,4,2025-09-03,2025,9,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Narcotics,NDPS Possession,Under Investigation,13.30237,77.61349
255,100030002202400255,Mysuru,2,2024-04-13,2024,4,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,12.35535,76.71291
256,700110001202400256,Davanagere,1,2024-04-07,2024,4,10,Morning (6AM-12PM),Zero FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,14.4995,75.99234
257,100010003202600257,Bengaluru City,3,2026-05-01,2026,5,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Closed,13.00834,77.65211
258,100020003202600258,Bengaluru Rural,3,2026-04-10,2026,4,6,Morning (6AM-12PM),FIR,Non-Heinous,Narcotics,NDPS Possession,Under Investigation,13.28003,77.57339
259,100230001202600259,Chamarajanagar,1,2026-06-19,2026,6,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Identity Theft,Undetected,11.9578,76.83424
260,100120002202200260,Vijayapura,2,2022-07-07,2022,7,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,16.85251,75.76547
261,100050004202500261,Belagavi,4,2025-01-24,2025,1,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,15.79055,74.45437
262,400040002202500262,Mangaluru (Dakshina Kannada),2,2025-06-02,2025,6,4,Night (12AM-6AM),UDR,Non-Heinous,Cyber Crime,Identity Theft,Charge Sheeted,12.99236,74.76354
263,100040004202600263,Mangaluru (Dakshina Kannada),4,2026-09-19,2026,9,19,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.93636,74.89214
264,100110002202200264,Davanagere,2,2022-10-15,2022,10,20,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Online Fraud,False Case,14.38496,75.87541
265,100160001202200265,Udupi,1,2022-07-14,2022,7,19,Evening (6PM-12AM),FIR,Non-Heinous,Public Order,Rioting,Closed,13.30704,74.78909
266,100140001202600266,Bidar,1,2026-04-25,2026,4,12,Afternoon (12PM-6PM),PAR,Non-Heinous,Crimes Against Body,Murder,Undetected,17.90397,77.51374
267,100020004202400267,Bengaluru Rural,4,2024-01-01,2024,1,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,13.32504,77.66909
268,700300003202600268,Uttara Kannada,3,2026-02-04,2026,2,20,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Property,Theft,Closed,14.70818,74.74463
269,100140003202400269,Bidar,3,2024-07-22,2024,7,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Cyberstalking,Closed,17.94177,77.48659
270,100050004202300270,Belagavi,4,2023-07-09,2023,7,9,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,15.88574,74.44393
271,100050004202400271,Belagavi,4,2024-03-18,2024,3,13,Afternoon (12PM-6PM),PAR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,15.66179,74.52067
272,100050003202600272,Belagavi,3,2026-09-04,2026,9,3,Night (12AM-6AM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,15.88938,74.3908
273,100090001202200273,Tumakuru,1,2022-10-13,2022,10,3,Night (12AM-6AM),PAR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,13.35221,77.06643
274,100130003202300274,Raichur,3,2023-08-20,2023,8,23,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,16.17165,77.3296
275,100240001202200275,Kodagu,1,2022-10-18,2022,10,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,12.29096,75.83152
276,100150001202400276,Chikkamagaluru,1,2024-10-18,2024,10,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.34241,75.7925
277,100040002202600277,Mangaluru (Dakshina Kannada),2,2026-02-08,2026,2,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.96968,74.80976
278,100020002202500278,Bengaluru Rural,2,2025-06-13,2025,6,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,False Case,13.35693,77.49178
279,100230001202600279,Chamarajanagar,1,2026-11-25,2026,11,0,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Dowry Harassment,False Case,12.00047,77.01509
280,100240002202600280,Kodagu,2,2026-01-20,2026,1,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,12.32777,75.81503
281,100020004202500281,Bengaluru Rural,4,2025-03-22,2025,3,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,13.44723,77.48174
282,100090001202300282,Tumakuru,1,2023-10-01,2023,10,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Murder,Undetected,13.22941,77.14291
283,100030004202600283,Mysuru,4,2026-04-23,2026,4,21,Evening (6PM-12AM),FIR,Non-Heinous,Public Order,Unlawful Assembly,Charge Sheeted,12.24791,76.6343
284,100040003202200284,Mangaluru (Dakshina Kannada),3,2022-04-02,2022,4,2,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,12.88435,74.72857
285,100190003202400285,Hassan,3,2024-08-23,2024,8,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,13.03056,76.00406
286,100070002202600286,Hubballi-Dharwad,2,2026-06-16,2026,6,8,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,15.34652,75.15663
287,100090002202200287,Tumakuru,2,2022-02-12,2022,2,14,Afternoon (12PM-6PM),PAR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,13.37517,77.15597
288,100130001202300288,Raichur,1,2023-05-18,2023,5,12,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,16.25533,77.3637
289,100040001202400289,Mangaluru (Dakshina Kannada),1,2024-02-03,2024,2,19,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Forgery,Closed,12.894,74.82487
