AccusedMasterID,CaseMasterID,PersonID,GenderID,AgeYear,District,ModusOperandi,RepeatIdentity
433,310,A2,M,29,Davanagere,Weapon-Assisted Assault,433
434,311,A1,M,18,Hubballi-Dharwad,Dowry-Related Coercion,434
435,312,A1,M,39,Bengaluru Rural,Workplace Harassment,435
436,313,A1,M,19,Belagavi,Forged Document Trail,436
437,314,A1,M,32,Bengaluru City,Fake Investment App,437
438,315,A1,M,36,Belagavi,Home Cultivation/Storage,438
439,316,A1,F,33,Tumakuru,Weapon-Assisted Assault,439
440,316,A2,M,46,Tumakuru,Confrontation over Dispute,440
441,316,A3,M,27,Tumakuru,Sudden Armed Assault,441
442,317,A1,M,21,Bengaluru Rural,Group Attack (Prior Enmity),442
443,317,A2,M,43,Bengaluru Rural,Weapon-Assisted Assault,443
444,318,A1,M,38,Bengaluru Rural,Home Cultivation/Storage,444
445,319,A1,M,27,Belagavi,Break-in via Rear Entry,445
446,319,A2,M,26,Belagavi,Vehicle Theft (Parked),446
447,320,A1,M,44,Belagavi,Social-Media Incited Assembly,447
448,322,A1,F,38,Davanagere,Workplace Harassment,448
449,323,A1,F,27,Hassan,Snatching in Transit,449
450,324,A1,M,41,Kolar,Social Media Impersonation,450
451,325,A1,M,43,Mangaluru (Dakshina Kannada),Group Attack (Prior Enmity),451
452,327,A1,M,19,Mysuru,Shop Lock-Break,452
453,329,A1,M,38,Bidar,Confrontation over Dispute,453
454,330,A1,M,30,Mangaluru (Dakshina Kannada),Weapon-Assisted Assault,454
455,330,A2,F,46,Mangaluru (Dakshina Kannada),Sudden Armed Assault,455
456,331,A1,M,17,Chamarajanagar,Night-time House Break-in,456
457,331,A2,M,38,Chamarajanagar,Vehicle Theft (Parked),457
458,332,A1,M,24,Kolar,Shell Company Cheating,458
459,333,A1,M,16,Davanagere,Group Attack (Prior Enmity),459
460,334,A1,M,30,Shivamogga,Social Media Impersonation,460
461,334,A2,M,27,Shivamogga,Social Media Impersonation,461
462,334,A3,M,29,Shivamogga,SIM-Swap Fraud,462
463,335,A1,M,42,Mangaluru (Dakshina Kannada),Workplace Harassment,463
464,335,A2,M,22,Mangaluru (Dakshina Kannada),Workplace Harassment,464
465,336,A1,M,38,Ballari,SIM-Swap Fraud,465
466,336,A2,M,36,Ballari,SIM-Swap Fraud,466
467,336,A3,M,22,Ballari,Phishing Link / OTP Fraud,467
468,337,A1,M,34,Bengaluru City,Vehicle Theft (Parked),468
469,337,A2,M,39,Bengaluru City,Shop Lock-Break,469
470,337,A3,M,16,Bengaluru City,Snatching in Transit,470
471,338,A1,M,51,Bengaluru Rural,Stalking Prior to Offence,471
472,339,A1,M,36,Haveri,Vehicle Theft (Parked),472
473,339,A2,M,31,Haveri,Night-time House Break-in,473
474,339,A3,M,28,Haveri,Snatching in Transit,474
475,340,A1,M,30,Davanagere,Group Attack (Prior Enmity),475
476,341,A1,M,29,Mysuru,Cross-Border Transit Route,476
477,342,A1,M,34,Bengaluru City,Sudden Armed Assault,477
478,343,A1,M,20,Bagalkot,Phishing Link / OTP Fraud,478
479,344,A1,F,39,Mysuru,Shell Company Cheating,479
480,344,A2,M,25,Mysuru,Chit Fund Default,480
481,344,A3,M,24,Mysuru,Shell Company Cheating,481
482,345,A1,M,38,Davanagere,Stalking Prior to Offence,482
483,346,A1,F,30,Shivamogga,Stalking Prior to Offence,483
484,346,A2,M,26,Shivamogga,Workplace Harassment,484
485,346,A3,M,29,Shivamogga,Workplace Harassment,485
486,347,A1,M,24,Davanagere,Workplace Harassment,486
487,349,A1,M,21,Kalaburagi,Dowry-Related Coercion,487
488,350,A1,M,32,Ramanagara,Cheque Bounce Fraud,488
489,350,A2,M,29,Ramanagara,Chit Fund Default,489
490,350,A3,M,22,Ramanagara,Shell Company Cheating,490
491,352,A1,M,38,Hassan,Fake Investment App,491
492,353,A1,M,23,Chikkaballapur,Known-Person Domestic Abuse,492
493,354,A1,M,16,Belagavi,Confrontation over Dispute,493
494,354,A2,M,37,Belagavi,Group Attack (Prior Enmity),494
495,354,A3,M,16,Belagavi,Weapon-Assisted Assault,495
496,355,A1,M,16,Haveri,Forged Document Trail,496
497,356,A1,M,32,Bengaluru Rural,Stalking Prior to Offence,497
498,357,A1,M,31,Ballari,Shop Lock-Break,498
499,358,A1,M,24,Ballari,Shop Lock-Break,499
500,358,A2,M,31,Ballari,Break-in via Rear Entry,500
501,360,A1,M,24,Hubballi-Dharwad,SIM-Swap Fraud,501
502,360,A2,M,18,Hubballi-Dharwad,Fake Investment App,502
503,362,A1,M,17,Belagavi,Shop Lock-Break,503
504,362,A2,M,40,Belagavi,Snatching in Transit,504
505,363,A1,M,27,Mandya,Confrontation over Dispute,505
506,364,A1,M,22,Chamarajanagar,Night-time House Break-in,506
507,365,A1,M,26,Haveri,Break-in via Rear Entry,507
508,365,A2,M,44,Haveri,Vehicle Theft (Parked),508
509,365,A3,M,23,Haveri,Break-in via Rear Entry,509
510,366,A1,M,20,Bagalkot,Shop Lock-Break,510
511,366,A2,M,42,Bagalkot,Night-time House Break-in,511
512,367,A1,M,31,Davanagere,Night-time House Break-in,512
513,368,A1,M,19,Bidar,Dowry-Related Coercion,513
514,368,A2,M,19,Bidar,Stalking Prior to Offence,514
515,371,A1,M,39,Davanagere,Courier via Public Transport,515
516,372,A1,M,16,Kalaburagi,Night-time House Break-in,516
517,373,A1,M,21,Kolar,Night-time House Break-in,517
518,373,A2,M,38,Kolar,Shop Lock-Break,518
519,373,A3,M,28,Kolar,Shop Lock-Break,519
520,374,A1,M,27,Tumakuru,Sudden Armed Assault,520
521,375,A1,M,30,Bengaluru City,Cross-Border Transit Route,521
522,375,A2,F,49,Bengaluru City,Cross-Border Transit Route,522
523,376,A1,M,33,Kalaburagi,Weapon-Assisted Assault,523
524,376,A2,M,30,Kalaburagi,Group Attack (Prior Enmity),524
525,377,A1,M,20,Raichur,Chit Fund Default,525
526,378,A1,M,28,Mysuru,Weapon-Assisted Assault,526
527,379,A1,M,21,Belagavi,Dowry-Related Coercion,527
528,379,A2,M,32,Belagavi,Stalking Prior to Offence,528
529,379,A3,M,30,Belagavi,Stalking Prior to Offence,529
530,382,A1,M,20,Belagavi,Weapon-Assisted Assault,530
531,383,A1,F,20,Ramanagara,Phishing Link / OTP Fraud,531
532,383,A2,M,18,Ramanagara,Fake Investment App,532
533,384,A1,M,41,Belagavi,Snatching in Transit,533
534,385,A1,F,41,Chikkamagaluru,Confrontation over Dispute,534
535,386,A1,M,17,Koppal,Sudden Armed Assault,535
536,386,A2,M,26,Koppal,Weapon-Assisted Assault,536
537,387,A1,M,18,Koppal,Stalking Prior to Offence,537
538,388,A1,M,19,Mysuru,Forged Document Trail,538
539,388,A2,M,30,Mysuru,Shell Company Cheating,539
540,388,A3,M,34,Mysuru,Forged Document Trail,540
541,389,A1,M,19,Koppal,Forged Document Trail,541
542,389,A2,F,19,Koppal,Cheque Bounce Fraud,542
543,390,A1,F,32,Bidar,Social Media Impersonation,543
544,390,A2,M,20,Bidar,SIM-Swap Fraud,544
545,391,A1,M,31,Bengaluru Rural,Social-Media Incited Assembly,545
546,391,A2,M,30,Bengaluru Rural,Organized Group Mobilization,546
547,392,A1,M,36,Bengaluru City,Night-time House Break-in,547
548,392,A2,M,23,Bengaluru City,Snatching in Transit,548
549,392,A3,M,27,Bengaluru City,Break-in via Rear Entry,549
550,396,A1,M,16,Haveri,Social Media Impersonation,550
551,396,A2,M,45,Haveri,Phishing Link / OTP Fraud,551
552,398,A1,M,22,Belagavi,Break-in via Rear Entry,552
553,399,A1,M,36,Davanagere,Vehicle Theft (Parked),553
554,400,A1,M,39,Mysuru,Dowry-Related Coercion,554
555,400,A2,M,30,Mysuru,Known-Person Domestic Abuse,555
556,401,A1,M,19,Bengaluru City,Vehicle Theft (Parked),556
557,402,A1,M,42,Gadag,Night-time House Break-in,557
558,402,A2,M,30,Gadag,Night-time House Break-in,558
559,403,A1,M,37,Mangaluru (Dakshina Kannada),Snatching in Transit,559
560,404,A1,M,29,Bengaluru Rural,Sudden Armed Assault,560
561,405,A1,M,47,Belagavi,Dowry-Related Coercion,561
562,405,A2,M,36,Belagavi,Workplace Harassment,562
563,406,A1,M,38,Davanagere,Group Attack (Prior Enmity),563
564,407,A1,M,43,Davanagere,Fake Investment App,564
565,407,A2,M,16,Davanagere,Phishing Link / OTP Fraud,565
566,407,A3,M,18,Davanagere,Social Media Impersonation,566
567,408,A1,F,39,Vijayapura,Vehicle Theft (Parked),567
568,408,A2,M,16,Vijayapura,Break-in via Rear Entry,568
569,408,A3,F,20,Vijayapura,Shop Lock-Break,569
570,410,A1,F,33,Davanagere,Sudden Armed Assault,570
571,410,A2,M,27,Davanagere,Weapon-Assisted Assault,571
572,411,A1,M,26,Bagalkot,Forged Document Trail,572
573,411,A2,M,25,Bagalkot,Cheque Bounce Fraud,573
574,412,A1,M,25,Kolar,Sudden Armed Assault,574
575,413,A1,M,34,Kodagu,Break-in via Rear Entry,575
576,414,A1,F,35,Mandya,Shop Lock-Break,576
577,415,A1,F,21,Hubballi-Dharwad,Phishing Link / OTP Fraud,577
578,416,A1,M,31,Bengaluru City,Phishing Link / OTP Fraud,578
579,417,A1,M,26,Kolar,Dowry-Related Coercion,579
580,418,A1,M,27,Ballari,Night-time House Break-in,580
581,419,A1,M,35,Chamarajanagar,Chit Fund Default,581
582,420,A1,M,19,Ballari,Weapon-Assisted Assault,582
583,421,A1,M,42,Hassan,Group Attack (Prior Enmity),583
584,421,A2,M,25,Hassan,Sudden Armed Assault,584
585,422,A1,M,33,Udupi,Group Attack (Prior Enmity),585
586,423,A1,M,34,Haveri,Fake Investment App,586
587,425,A1,M,16,Hubballi-Dharwad,Night-time House Break-in,587
588,425,A2,M,18,Hubballi-Dharwad,Vehicle Theft (Parked),588
589,426,A1,M,27,Ballari,Forged Document Trail,589
590,428,A1,M,41,Bidar,Vehicle Theft (Parked),590
591,429,A1,M,25,Hubballi-Dharwad,Confrontation over Dispute,591
592,430,A1,M,29,Uttara Kannada,Phishing Link / OTP Fraud,592
593,431,A1,M,26,Belagavi,Night-time House Break-in,593
594,431,A2,M,33,Belagavi,Snatching in Transit,594
595,432,A1,M,23,Bengaluru City,Confrontation over Dispute,595
596,433,A1,M,16,Chamarajanagar,Shop Lock-Break,596
597,434,A1,M,37,Mangaluru (Dakshina Kannada),Courier via Public Transport,597
598,435,A1,M,24,Bengaluru City,Forged Document Trail,598
599,435,A2,M,27,Bengaluru City,Cheque Bounce Fraud,599
600,436,A1,M,29,Udupi,Dowry-Related Coercion,600
601,436,A2,M,40,Udupi,Known-Person Domestic Abuse,601
602,437,A1,M,24,Mysuru,Break-in via Rear Entry,602
603,438,A1,F,19,Chikkamagaluru,Snatching in Transit,603
604,439,A1,M,24,Shivamogga,Group Attack (Prior Enmity),604
605,440,A1,M,27,Mysuru,Night-time House Break-in,605
606,440,A2,M,34,Mysuru,Night-time House Break-in,606
607,441,A1,M,16,Bengaluru Rural,Known-Person Domestic Abuse,607
608,441,A2,M,18,Bengaluru Rural,Dowry-Related Coercion,608
609,441,A3,M,27,Bengaluru Rural,Stalking Prior to Offence,609
610,442,A1,M,16,Vijayapura,Sudden Armed Assault,610
611,443,A1,M,26,Koppal,Snatching in Transit,611
612,445,A1,M,29,Chikkamagaluru,Sudden Armed Assault,612
613,446,A1,M,35,Davanagere,Sudden Armed Assault,613
614,446,A2,M,22,Davanagere,Group Attack (Prior Enmity),614
615,447,A1,M,32,Bengaluru Rural,Vehicle Theft (Parked),615
616,448,A1,M,26,Belagavi,Night-time House Break-in,616
617,448,A2,M,16,Belagavi,Snatching in Transit,617
618,448,A3,F,32,Belagavi,Break-in via Rear Entry,618
619,449,A1,M,20,Bengaluru City,Phishing Link / OTP Fraud,619
620,450,A1,M,21,Yadgir,Shop Lock-Break,620
621,450,A2,M,26,Yadgir,Break-in via Rear Entry,621
622,451,A1,M,22,Davanagere,Sudden Armed Assault,622
623,452,A1,M,26,Bengaluru Rural,Sudden Armed Assault,623
624,454,A1,M,16,Mysuru,Workplace Harassment,624
625,455,A1,M,24,Bengaluru Rural,Fake Investment App,625
626,455,A2,M,53,Bengaluru Rural,SIM-Swap Fraud,626
627,456,A1,M,26,Yadgir,Known-Person Domestic Abuse,627
628,457,A1,F,22,Bengaluru City,Night-time House Break-in,628
629,458,A1,M,27,Kodagu,Shop Lock-Break,629
630,458,A2,M,34,Kodagu,Night-time House Break-in,630
631,459,A1,M,30,Mysuru,Vehicle Theft (Parked),631
632,459,A2,M,33,Mysuru,Shop Lock-Break,632
633,460,A1,M,16,Hassan,Chit Fund Default,633
634,461,A1,M,24,Davanagere,Chit Fund Default,634
635,462,A1,F,32,Belagavi,Shop Lock-Break,635
636,463,A1,M,16,Bengaluru Rural,Shell Company Cheating,636
637,464,A1,M,54,Gadag,Fake Investment App,637
638,465,A1,M,47,Bengaluru Rural,Group Attack (Prior Enmity),638
639,465,A2,M,16,Bengaluru Rural,Group Attack (Prior Enmity),639
640,466,A1,F,45,Belagavi,Confrontation over Dispute,640
641,467,A1,F,37,Chitradurga,Night-time House Break-in,641
642,468,A1,M,17,Raichur,Workplace Harassment,642
643,468,A2,M,29,Raichur,Dowry-Related Coercion,643
644,469,A1,M,35,Kodagu,Workplace Harassment,644
645,470,A1,F,30,Bengaluru Rural,Chit Fund Default,645
646,471,A1,F,33,Ramanagara,Vehicle Theft (Parked),646
647,472,A1,M,53,Mangaluru (Dakshina Kannada),Confrontation over Dispute,647
648,472,A2,M,28,Mangaluru (Dakshina Kannada),Group Attack (Prior Enmity),648
649,473,A1,M,29,Bengaluru City,Chit Fund Default,649
650,474,A1,M,39,Kodagu,Vehicle Theft (Parked),650
651,474,A2,M,27,Kodagu,Snatching in Transit,651
652,475,A1,M,16,Bengaluru Rural,Cross-Border Transit Route,652
653,476,A1,M,23,Hubballi-Dharwad,Dowry-Related Coercion,653
654,476,A2,M,28,Hubballi-Dharwad,Dowry-Related Coercion,654
655,477,A1,M,22,Mangaluru (Dakshina Kannada),Vehicle Theft (Parked),655
656,477,A2,F,37,Mangaluru (Dakshina Kannada),Shop Lock-Break,656
657,477,A3,M,26,Mangaluru (Dakshina Kannada),Snatching in Transit,657
658,478,A1,M,42,Bengaluru City,Shop Lock-Break,658
659,479,A1,M,32,Chikkamagaluru,Group Attack (Prior Enmity),659
660,480,A1,M,42,Mangaluru (Dakshina Kannada),Forged Document Trail,660
661,480,A2,M,16,Mangaluru (Dakshina Kannada),Forged Document Trail,661
662,480,A3,M,45,Mangaluru (Dakshina Kannada),Cheque Bounce Fraud,662
663,482,A1,M,25,Davanagere,Break-in via Rear Entry,663
664,482,A2,M,16,Davanagere,Night-time House Break-in,664
665,483,A1,M,27,Mangaluru (Dakshina Kannada),Social Media Impersonation,665
666,483,A2,M,30,Mangaluru (Dakshina Kannada),SIM-Swap Fraud,666
667,485,A1,M,31,Bidar,Known-Person Domestic Abuse,667
668,486,A1,M,38,Raichur,Snatching in Transit,668
669,486,A2,M,44,Raichur,Night-time House Break-in,669
670,486,A3,M,26,Raichur,Shop Lock-Break,670
671,487,A1,M,16,Hassan,Social-Media Incited Assembly,671
672,488,A1,M,28,Chamarajanagar,Confrontation over Dispute,672
673,488,A2,M,35,Chamarajanagar,Weapon-Assisted Assault,673
674,488,A3,F,45,Chamarajanagar,Group Attack (Prior Enmity),674
675,489,A1,F,16,Mysuru,Confrontation over Dispute,675
676,489,A2,M,25,Mysuru,Group Attack (Prior Enmity),676
677,489,A3,F,25,Mysuru,Group Attack (Prior Enmity),677
678,490,A1,F,25,Bengaluru Rural,Cross-Border Transit Route,678
679,491,A1,M,18,Bengaluru City,Chit Fund Default,679
680,491,A2,M,25,Bengaluru City,Chit Fund Default,680
681,492,A1,M,21,Hassan,Shop Lock-Break,681
682,492,A2,M,16,Hassan,Vehicle Theft (Parked),682
683,494,A1,M,16,Chikkamagaluru,Vehicle Theft (Parked),683
684,495,A1,M,25,Bengaluru Rural,Vehicle Theft (Parked),684
685,496,A1,M,19,Bengaluru Rural,Social Media Impersonation,685
686,497,A1,M,16,Belagavi,Fake Investment App,686
687,497,A2,F,21,Belagavi,Social Media Impersonation,687
688,498,A1,M,35,Raichur,Confrontation over Dispute,688
689,499,A1,M,41,Bengaluru City,Confrontation over Dispute,689
690,500,A1,M,30,Belagavi,Chit Fund Default,690
691,500,A2,M,36,Belagavi,Forged Document Trail,691
692,501,A1,M,29,Mysuru,Break-in via Rear Entry,692
693,502,A1,M,35,Ballari,Organized Group Mobilization,693
694,503,A1,M,16,Bengaluru Rural,Known-Person Domestic Abuse,694
695,504,A1,M,35,Bagalkot,Stalking Prior to Offence,695
696,505,A1,M,28,Bidar,Shell Company Cheating,696
697,505,A2,M,41,Bidar,Chit Fund Default,697
698,505,A3,M,28,Bidar,Cheque Bounce Fraud,698
699,506,A1,M,26,Haveri,Snatching in Transit,699
700,506,A2,M,22,Haveri,Break-in via Rear Entry,700
701,506,A3,M,44,Haveri,Snatching in Transit,701
702,507,A1,F,37,Bengaluru Rural,Snatching in Transit,702
703,507,A2,M,29,Bengaluru Rural,Snatching in Transit,703
704,507,A3,M,24,Bengaluru Rural,Night-time House Break-in,704
705,508,A1,F,23,Belagavi,Workplace Harassment,705
706,510,A1,M,32,Mysuru,Workplace Harassment,706
707,511,A1,M,27,Bengaluru Rural,Sudden Armed Assault,707
708,512,A1,M,33,Bengaluru City,Sudden Armed Assault,708
709,513,A1,M,33,Hubballi-Dharwad,Vehicle Theft (Parked),709
710,514,A1,M,39,Chamarajanagar,Stalking Prior to Offence,710
711,515,A1,M,31,Hubballi-Dharwad,Night-time House Break-in,711
712,516,A1,M,36,Bidar,Vehicle Theft (Parked),712
713,517,A1,M,30,Bengaluru Rural,Known-Person Domestic Abuse,713
714,518,A1,M,24,Ballari,Sudden Armed Assault,714
715,518,A2,M,32,Ballari,Group Attack (Prior Enmity),715
716,518,A3,M,43,Ballari,Group Attack (Prior Enmity),716
717,519,A1,F,21,Udupi,SIM-Swap Fraud,717
718,520,A1,M,32,Kolar,Cross-Border Transit Route,718
719,520,A2,F,29,Kolar,Home Cultivation/Storage,719
720,521,A1,M,36,Bidar,Confrontation over Dispute,720
721,521,A2,M,39,Bidar,Confrontation over Dispute,721
722,522,A1,M,16,Hassan,Weapon-Assisted Assault,722
723,523,A1,M,43,Tumakuru,Night-time House Break-in,723
724,524,A1,M,27,Kodagu,Stalking Prior to Offence,724
725,525,A1,M,17,Tumakuru,Courier via Public Transport,725
726,525,A2,M,19,Tumakuru,Home Cultivation/Storage,726
727,526,A1,M,32,Hassan,Shop Lock-Break,727
728,526,A2,M,28,Hassan,Shop Lock-Break,728
729,527,A1,M,25,Bengaluru City,Night-time House Break-in,729
730,528,A1,M,29,Shivamogga,Group Attack (Prior Enmity),730
731,528,A2,F,36,Shivamogga,Sudden Armed Assault,731
732,528,A3,M,36,Shivamogga,Confrontation over Dispute,732
733,529,A1,M,25,Kodagu,Group Attack (Prior Enmity),733
734,530,A1,M,20,Udupi,Phishing Link / OTP Fraud,734
735,531,A1,M,31,Davanagere,Shell Company Cheating,735
736,532,A1,M,33,Chamarajanagar,Shop Lock-Break,736
737,532,A2,M,32,Chamarajanagar,Shop Lock-Break,737
738,533,A1,M,37,Bengaluru City,Stalking Prior to Offence,738
739,535,A1,M,26,Bengaluru City,Social-Media Incited Assembly,739
740,536,A1,M,31,Bengaluru Rural,Shop Lock-Break,740
741,537,A1,M,25,Bengaluru City,Sudden Armed Assault,741
742,538,A1,M,41,Bengaluru Rural,Courier via Public Transport,742
743,538,A2,F,17,Bengaluru Rural,Cross-Border Transit Route,743
744,539,A1,M,44,Bengaluru City,Vehicle Theft (Parked),744
745,540,A1,M,28,Chikkamagaluru,Phishing Link / OTP Fraud,745
746,541,A1,M,33,Hassan,Weapon-Assisted Assault,746
747,541,A2,M,16,Hassan,Weapon-Assisted Assault,747
748,541,A3,M,18,Hassan,Weapon-Assisted Assault,748
749,542,A1,M,21,Haveri,Dowry-Related Coercion,749
750,543,A1,M,28,Bengaluru Rural,Shop Lock-Break,750
751,544,A1,M,21,Tumakuru,Courier via Public Transport,751
752,545,A1,M,36,Davanagere,Weapon-Assisted Assault,752
753,546,A1,F,16,Belagavi,Known-Person Domestic Abuse,753
754,547,A1,M,19,Kodagu,Stalking Prior to Offence,754
755,547,A2,M,21,Kodagu,Dowry-Related Coercion,755
756,548,A1,M,28,Davanagere,Courier via Public Transport,756
757,549,A1,M,38,Bengaluru City,Known-Person Domestic Abuse,757
758,549,A2,M,24,Bengaluru City,Stalking Prior to Offence,758
759,551,A1,M,25,Bengaluru City,Known-Person Domestic Abuse,759
760,552,A1,M,44,Bidar,Workplace Harassment,760
761,552,A2,M,34,Bidar,Stalking Prior to Offence,761
762,552,A3,M,41,Bidar,Workplace Harassment,762
763,553,A1,M,19,Belagavi,Sudden Armed Assault,763
764,553,A2,M,34,Belagavi,Confrontation over Dispute,764
765,554,A1,M,16,Tumakuru,Confrontation over Dispute,765
766,555,A1,M,25,Kodagu,Cheque Bounce Fraud,766
767,556,A1,M,29,Kolar,Dowry-Related Coercion,767
768,557,A1,M,29,Ballari,Organized Group Mobilization,768
769,557,A2,M,23,Ballari,Organized Group Mobilization,769
770,558,A1,F,34,Belagavi,Vehicle Theft (Parked),770
771,559,A1,M,42,Mangaluru (Dakshina Kannada),Weapon-Assisted Assault,771
772,559,A2,M,26,Mangaluru (Dakshina Kannada),Weapon-Assisted Assault,772
773,560,A1,M,30,Ramanagara,Snatching in Transit,773
774,560,A2,M,37,Ramanagara,Shop Lock-Break,774
775,561,A1,F,27,Ramanagara,Stalking Prior to Offence,775
776,562,A1,M,26,Udupi,Courier via Public Transport,776
777,562,A2,F,28,Udupi,Courier via Public Transport,777
778,562,A3,M,26,Udupi,Courier via Public Transport,778
779,563,A1,M,26,Tumakuru,Night-time House Break-in,779
780,563,A2,M,24,Tumakuru,Snatching in Transit,780
781,564,A1,M,22,Mysuru,Fake Investment App,781
782,564,A2,M,20,Mysuru,Fake Investment App,782
783,565,A1,M,47,Hassan,Group Attack (Prior Enmity),783
784,566,A1,M,38,Bengaluru Rural,Confrontation over Dispute,784
785,567,A1,M,25,Belagavi,Known-Person Domestic Abuse,785
786,568,A1,M,23,Hassan,Cheque Bounce Fraud,786
787,568,A2,M,16,Hassan,Forged Document Trail,787
788,569,A1,M,16,Shivamogga,Weapon-Assisted Assault,788
789,569,A2,M,24,Shivamogga,Weapon-Assisted Assault,789
790,570,A1,M,16,Davanagere,Sudden Armed Assault,790
791,571,A1,F,26,Tumakuru,Chit Fund Default,791
792,571,A2,M,16,Tumakuru,Chit Fund Default,792
793,571,A3,M,22,Tumakuru,Chit Fund Default,793
794,572,A1,F,54,Bidar,Group Attack (Prior Enmity),794
795,573,A1,M,27,Chamarajanagar,Vehicle Theft (Parked),795
796,574,A1,M,28,Tumakuru,Break-in via Rear Entry,796
797,575,A1,M,24,Hubballi-Dharwad,Organized Group Mobilization,797
798,575,A2,M,25,Hubballi-Dharwad,Organized Group Mobilization,798
799,575,A3,M,16,Hubballi-Dharwad,Organized Group Mobilization,799
800,576,A1,M,22,Mysuru,Stalking Prior to Offence,800
801,576,A2,M,25,Mysuru,Dowry-Related Coercion,801
802,577,A1,M,27,Hassan,Shell Company Cheating,802
803,578,A1,M,26,Ballari,Phishing Link / OTP Fraud,803
804,579,A1,M,19,Raichur,Known-Person Domestic Abuse,804
805,580,A1,M,27,Belagavi,Weapon-Assisted Assault,805
806,580,A2,M,25,Belagavi,Confrontation over Dispute,806
807,581,A1,M,19,Bidar,Break-in via Rear Entry,807
808,582,A1,M,23,Udupi,Confrontation over Dispute,808
809,582,A2,M,28,Udupi,Sudden Armed Assault,809
810,583,A1,F,32,Chikkamagaluru,Dowry-Related Coercion,810
811,584,A1,M,32,Mangaluru (Dakshina Kannada),Vehicle Theft (Parked),811
812,585,A1,M,30,Tumakuru,SIM-Swap Fraud,812
813,585,A2,F,30,Tumakuru,Social Media Impersonation,813
814,586,A1,M,31,Ramanagara,Workplace Harassment,814
815,587,A1,M,16,Hassan,Workplace Harassment,815
816,587,A2,M,17,Hassan,Workplace Harassment,816
817,588,A1,M,35,Mysuru,Workplace Harassment,817
818,589,A1,M,25,Ramanagara,Sudden Armed Assault,818
819,590,A1,M,16,Belagavi,Stalking Prior to Offence,819
820,591,A1,M,45,Bidar,Vehicle Theft (Parked),820
821,593,A1,M,33,Mysuru,Chit Fund Default,821
822,593,A2,M,16,Mysuru,Forged Document Trail,822
823,594,A1,M,19,Bengaluru Rural,Shop Lock-Break,823
824,595,A1,M,26,Udupi,Workplace Harassment,824
825,595,A2,M,33,Udupi,Workplace Harassment,825
