CaseMasterID,CrimeNo,District,PoliceStationNo,CrimeRegisteredDate,Year,Month,CaseCategory,GravityOffence,CrimeHead,CrimeSubHead,CaseStatus,latitude,longitude
188,100300004202600188,Uttara Kannada,4,2026-07-12,2026,7,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,14.69831,74.63513
189,100020004202500189,Bengaluru Rural,4,2025-04-08,2025,4,FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,13.332,77.46869
190,100050004202600190,Belagavi,4,2026-05-02,2026,5,FIR,Non-Heinous,Crimes Against Property,Robbery,Undetected,15.99273,74.49373
191,700170002202600191,Kolar,2,2026-03-19,2026,3,Zero FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,13.12183,78.08155
192,100070002202500192,Hubballi-Dharwad,2,2025-01-02,2025,1,FIR,Non-Heinous,Crimes Against Property,Theft,Closed,15.31022,75.14101
193,100120003202500193,Vijayapura,3,2025-04-14,2025,4,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,16.8519,75.72539
194,100090003202600194,Tumakuru,3,2026-04-08,2026,4,FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,13.32776,77.12908
195,100240003202500195,Kodagu,3,2025-10-02,2025,10,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,False Case,12.27974,75.79794
196,100070003202300196,Hubballi-Dharwad,3,2023-06-09,2023,6,FIR,Non-Heinous,Crimes Against Property,Robbery,False Case,15.42851,75.08488
197,100160003202600197,Udupi,3,2026-06-20,2026,6,PAR,Non-Heinous,Crimes Against Women,Molestation,False Case,13.40247,74.74091
198,100040001202500198,Mangaluru (Dakshina Kannada),1,2025-07-03,2025,7,FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,12.99069,74.94413
199,100110003202300199,Davanagere,3,2023-02-10,2023,2,FIR,Non-Heinous,Public Order,Rioting,Under Investigation,14.525,75.90354
200,700010003202500200,Bengaluru City,3,2025-05-21,2025,5,Zero FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,12.94876,77.6798
201,100050004202300201,Belagavi,4,2023-02-06,2023,2,FIR,Non-Heinous,Crimes Against Body,Assault,Undetected,15.76897,74.48417
202,100100004202400202,Shivamogga,4,2024-04-15,2024,4,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Closed,13.86565,75.53745
203,100240003202300203,Kodagu,3,2023-02-27,2023,2,FIR,Non-Heinous,Public Order,Unlawful Assembly,Under Investigation,12.2773,75.88355
204,100050004202200204,Belagavi,4,2022-12-11,2022,12,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,15.88293,74.48972
205,100250004202200205,Ramanagara,4,2022-08-26,2022,8,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,12.71698,77.31965
206,100240003202500206,Kodagu,3,2025-01-16,2025,1,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed,12.29007,75.86576
207,100020001202400207,Bengaluru Rural,1,2024-10-16,2024,10,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.21964,77.57768
208,100230001202600208,Chamarajanagar,1,2026-07-09,2026,7,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,11.82917,76.89366
209,100050004202600209,Belagavi,4,2026-10-05,2026,10,FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,15.87193,74.51246
210,400030003202200210,Mysuru,3,2022-02-07,2022,2,UDR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,12.22429,76.73111
211,700020001202400211,Bengaluru Rural,1,2024-07-14,2024,7,Zero FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Closed,13.31575,77.54202
212,700030001202300212,Mysuru,1,2023-12-10,2023,12,Zero FIR,Non-Heinous,Public Order,Unlawful Assembly,Under Investigation,12.28757,76.68357
213,100040002202600213,Mangaluru (Dakshina Kannada),2,2026-10-09,2026,10,FIR,Non-Heinous,Crimes Against Body,Assault,False Case,12.81636,74.95182
214,100080004202200214,Ballari,4,2022-08-22,2022,8,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,15.13607,76.81954
215,100230001202500215,Chamarajanagar,1,2025-10-02,2025,10,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,11.91228,76.85595
216,100280003202300216,Haveri,3,2023-04-13,2023,4,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,14.74748,75.38959
217,400030003202600217,Mysuru,3,2026-11-23,2026,11,UDR,Non-Heinous,Crimes Against Body,Grievous Hurt,Undetected,12.31916,76.65234
218,100240004202300218,Kodagu,4,2023-11-14,2023,11,PAR,Heinous,Crimes Against Body,Murder,Under Investigation,12.35691,75.72452
219,100020004202500219,Bengaluru Rural,4,2025-04-18,2025,4,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,13.22123,77.5731
220,100030001202300220,Mysuru,1,2023-09-04,2023,9,FIR,Non-Heinous,Crimes Against Property,Burglary,Undetected,12.33723,76.70287
221,100210002202200221,Koppal,2,2022-09-04,2022,9,FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,15.30539,76.1763
222,100040003202300222,Mangaluru (Dakshina Kannada),3,2023-02-27,2023,2,FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,12.92483,74.89453
223,100190001202600223,Hassan,1,2026-07-21,2026,7,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,13.0203,76.08494
224,100040001202500224,Mangaluru (Dakshina Kannada),1,2025-10-02,2025,10,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.88105,74.95553
225,100080003202500225,Ballari,3,2025-01-25,2025,1,FIR,Non-Heinous,Crimes Against Body,Murder,Undetected,15.11109,76.88507
226,100250002202400226,Ramanagara,2,2024-02-12,2024,2,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Closed,12.71667,77.22914
227,100250002202500227,Ramanagara,2,2025-05-27,2025,5,FIR,Non-Heinous,Cyber Crime,Identity Theft,Closed,12.73079,77.29773
228,100070001202500228,Hubballi-Dharwad,1,2025-06-12,2025,6,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,15.42945,75.12448
229,100030001202400229,Mysuru,1,2024-11-22,2024,11,FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,12.27432,76.65664
230,100020003202600230,Bengaluru Rural,3,2026-01-06,2026,1,FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,13.26836,77.54728
231,100120002202500231,Vijayapura,2,2025-09-22,2025,9,FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,16.90254,75.73208
232,100030001202600232,Mysuru,1,2026-02-20,2026,2,FIR,Heinous,Crimes Against Body,Assault,Under Investigation,12.29003,76.70788
233,100200003202300233,Chitradurga,3,2023-08-18,2023,8,FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,14.14691,76.37024
234,100040003202300234,Mangaluru (Dakshina Kannada),3,2023-03-15,2023,3,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,12.85393,74.76383
235,100020002202400235,Bengaluru Rural,2,2024-09-24,2024,9,FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,13.2712,77.45824
236,100020003202200236,Bengaluru Rural,3,2022-11-08,2022,11,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,13.34082,77.5887
237,100060002202300237,Kalaburagi,2,2023-08-15,2023,8,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,17.34819,76.80756
238,700010001202500238,Bengaluru City,1,2025-04-17,2025,4,Zero FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,13.02128,77.60583
239,100040001202500239,Mangaluru (Dakshina Kannada),1,2025-09-15,2025,9,FIR,Heinous,Crimes Against Body,Murder,Under Investigation,12.90443,74.96936
240,100030004202400240,Mysuru,4,2024-06-05,2024,6,FIR,Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.25682,76.64695
241,100110003202500241,Davanagere,3,2025-11-18,2025,11,FIR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,14.37807,75.94697
242,100020003202600242,Bengaluru Rural,3,2026-10-22,2026,10,FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,13.2428,77.57971
243,100110004202400243,Davanagere,4,2024-03-07,2024,3,FIR,Non-Heinous,Economic Offences,Cheating,False Case,14.45419,75.97128
244,100290003202600244,Gadag,3,2026-04-24,2026,4,FIR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,15.37044,75.56674
245,100140004202400245,Bidar,4,2024-07-07,2024,7,FIR,Non-Heinous,Crimes Against Body,Murder,False Case,17.78325,77.57335
246,100020002202400246,Bengaluru Rural,2,2024-01-04,2024,1,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,13.31515,77.53883
247,100030002202300247,Mysuru,2,2023-01-01,2023,1,FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,12.34352,76.73819
248,400030002202200248,Mysuru,2,2022-07-03,2022,7,UDR,Non-Heinous,Crimes Against Body,Attempt to Murder,False Case,12.21377,76.60703
249,700230004202600249,Chamarajanagar,4,2026-04-13,2026,4,Zero FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,11.9264,77.02686
250,100150001202600250,Chikkamagaluru,1,2026-12-16,2026,12,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,13.27614,75.73186
251,100140004202400251,Bidar,4,2024-02-11,2024,2,FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,17.84009,77.4839
252,100220004202300252,Yadgir,4,2023-11-10,2023,11,FIR,Heinous,Crimes Against Women,Sexual Assault,Closed,16.78572,77.19825
253,100070001202600253,Hubballi-Dharwad,1,2026-01-23,2026,1,FIR,Non-Heinous,Public Order,Rioting,Charge Sheeted,15.31214,75.11818
254,100190001202200254,Hassan,1,2022-03-06,2022,3,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,12.96071,76.15485
255,100040001202600255,Mangaluru (Dakshina Kannada),1,2026-11-08,2026,11,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,12.93444,75.00165
256,100220003202600256,Yadgir,3,2026-12-01,2026,12,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,16.80498,77.07865
257,100270003202300257,Bagalkot,3,2023-03-23,2023,3,FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,16.12024,75.69519
258,100180003202200258,Mandya,3,2022-04-22,2022,4,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,12.61024,76.92605
259,100050004202600259,Belagavi,4,2026-04-25,2026,4,FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,15.96938,74.4647
260,100230003202400260,Chamarajanagar,3,2024-01-05,2024,1,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,11.99236,76.87049
261,100050004202600261,Belagavi,4,2026-04-04,2026,4,FIR,Non-Heinous,Narcotics,NDPS Trafficking,Charge Sheeted,15.89359,74.41829
262,100110002202300262,Davanagere,2,2023-08-20,2023,8,FIR,Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,14.39243,75.9111
263,100020003202600263,Bengaluru Rural,3,2026-04-07,2026,4,FIR,Non-Heinous,Cyber Crime,Identity Theft,Charge Sheeted,13.23238,77.65947
264,700250001202400264,Ramanagara,1,2024-08-14,2024,8,Zero FIR,Non-Heinous,Crimes Against Women,Molestation,Charge Sheeted,12.69851,77.29735
265,100130001202300265,Raichur,1,2023-02-12,2023,2,FIR,Heinous,Crimes Against Body,Grievous Hurt,Closed,16.19515,77.31363
266,100020001202500266,Bengaluru Rural,1,2025-07-08,2025,7,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Closed,13.19214,77.5168
267,100240004202600267,Kodagu,4,2026-02-04,2026,2,FIR,Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,12.33489,75.81689
268,100050003202600268,Belagavi,3,2026-07-11,2026,7,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,15.83932,74.50755
269,400020003202200269,Bengaluru Rural,3,2022-12-21,2022,12,UDR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,13.27964,77.57831
270,700050003202600270,Belagavi,3,2026-08-05,2026,8,Zero FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,15.95109,74.57823
271,100280001202200271,Haveri,1,2022-12-08,2022,12,FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,14.83336,75.30321
272,100230003202300272,Chamarajanagar,3,2023-09-09,2023,9,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.02859,77.01337
273,100020004202200273,Bengaluru Rural,4,2022-11-21,2022,11,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,13.34472,77.54827
274,100100002202600274,Shivamogga,2,2026-03-09,2026,3,FIR,Non-Heinous,Crimes Against Property,Burglary,False Case,14.02186,75.65036
275,100140004202500275,Bidar,4,2025-03-03,2025,3,FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,17.92401,77.58067
276,100230003202200276,Chamarajanagar,3,2022-04-12,2022,4,FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,11.92461,77.13639
277,100030002202400277,Mysuru,2,2024-07-17,2024,7,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,12.18667,76.54934
278,100020002202600278,Bengaluru Rural,2,2026-06-15,2026,6,FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,13.29357,77.62623
279,100210002202600279,Koppal,2,2026-10-24,2026,10,FIR,Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,15.42918,76.2224
280,100140001202600280,Bidar,1,2026-03-19,2026,3,FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,17.84974,77.63343
281,100110001202200281,Davanagere,1,2022-01-09,2022,1,FIR,Heinous,Crimes Against Body,Murder,Closed,14.6161,75.89833
282,100280003202300282,Haveri,3,2023-09-21,2023,9,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,False Case,14.85133,75.49117
283,400240004202500283,Kodagu,4,2025-05-21,2025,5,UDR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,12.36646,75.77045
284,700220001202600284,Yadgir,1,2026-02-13,2026,2,Zero FIR,Non-Heinous,Economic Offences,Forgery,False Case,16.85541,77.15969
285,100240004202600285,Kodagu,4,2026-03-08,2026,3,FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,12.3043,75.79717
286,700040004202200286,Mangaluru (Dakshina Kannada),4,2022-12-26,2022,12,Zero FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,12.89645,74.84145
287,100010001202200287,Bengaluru City,1,2022-01-05,2022,1,FIR,Heinous,Crimes Against Women,Dowry Harassment,False Case,12.98632,77.63126
288,100010002202200288,Bengaluru City,2,2022-03-04,2022,3,FIR,Non-Heinous,Public Order,Unlawful Assembly,Charge Sheeted,12.95919,77.60239
289,100270003202400289,Bagalkot,3,2024-01-21,2024,1,FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,16.13587,75.57947
290,100170001202300290,Kolar,1,2023-05-23,2023,5,FIR,Heinous,Narcotics,NDPS Trafficking,Under Investigation,13.14963,78.22661
291,100020003202400291,Bengaluru Rural,3,2024-06-08,2024,6,FIR,Heinous,Narcotics,NDPS Possession,Charge Sheeted,13.27469,77.54825
292,100070003202200292,Hubballi-Dharwad,3,2022-12-15,2022,12,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,15.28402,75.17059
293,100290004202400293,Gadag,4,2024-06-14,2024,6,FIR,Heinous,Crimes Against Body,Murder,Under Investigation,15.37877,75.63903
294,100030001202400294,Mysuru,1,2024-01-25,2024,1,FIR,Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,12.24214,76.76251
295,100110002202500295,Davanagere,2,2025-01-05,2025,1,FIR,Non-Heinous,Crimes Against Body,Assault,Undetected,14.46175,75.90232
296,700240001202600296,Kodagu,1,2026-08-23,2026,8,Zero FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,12.34625,75.76483
297,100030002202500297,Mysuru,2,2025-01-12,2025,1,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Under Investigation,12.20759,76.68356
298,700090003202500298,Tumakuru,3,2025-03-10,2025,3,Zero FIR,Heinous,Crimes Against Body,Murder,Closed,13.31663,77.05524
299,100230004202500299,Chamarajanagar,4,2025-03-02,2025,3,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,11.8585,76.94779
300,100090002202500300,Tumakuru,2,2025-12-17,2025,12,FIR,Non-Heinous,Cyber Crime,Identity Theft,Charge Sheeted,13.27875,77.07238
301,100240001202200301,Kodagu,1,2022-07-09,2022,7,FIR,Non-Heinous,Crimes Against Property,Robbery,False Case,12.2978,75.86114
302,100050001202200302,Belagavi,1,2022-08-02,2022,8,FIR,Non-Heinous,Cyber Crime,Identity Theft,Closed,15.81786,74.56585
303,100110003202300303,Davanagere,3,2023-06-09,2023,6,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,14.49303,75.90248
304,100250004202500304,Ramanagara,4,2025-02-04,2025,2,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.7555,77.43552
305,100180001202400305,Mandya,1,2024-04-22,2024,4,FIR,Non-Heinous,Cyber Crime,Phishing,Closed,12.50992,76.83103
306,700200002202400306,Chitradurga,2,2024-01-12,2024,1,Zero FIR,Non-Heinous,Cyber Crime,Online Fraud,Closed,14.14729,76.38335
307,400190003202200307,Hassan,3,2022-11-07,2022,11,UDR,Heinous,Crimes Against Women,Sexual Assault,Under Investigation,13.00644,76.12548
308,100050001202600308,Belagavi,1,2026-03-08,2026,3,FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Closed,15.79317,74.59435
309,700040002202600309,Mangaluru (Dakshina Kannada),2,2026-07-02,2026,7,Zero FIR,Non-Heinous,Cyber Crime,Phishing,Under Investigation,12.82379,74.8238
310,700260003202400310,Chikkaballapur,3,2024-02-20,2024,2,Zero FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,13.42016,77.66371
311,100010003202600311,Bengaluru City,3,2026-04-09,2026,4,FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,13.04613,77.57886
312,100020001202600312,Bengaluru Rural,1,2026-02-06,2026,2,FIR,Non-Heinous,Cyber Crime,Online Fraud,Charge Sheeted,13.38192,77.55351
313,100010003202600313,Bengaluru City,3,2026-12-18,2026,12,FIR,Heinous,Crimes Against Women,Domestic Violence,False Case,13.01196,77.60337
314,100130003202200314,Raichur,3,2022-01-02,2022,1,FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,16.17398,77.3422
315,100200004202400315,Chitradurga,4,2024-09-20,2024,9,FIR,Non-Heinous,Crimes Against Body,Assault,Closed,14.36339,76.47357
316,100010004202400316,Bengaluru City,4,2024-11-04,2024,11,FIR,Heinous,Crimes Against Women,Domestic Violence,Undetected,12.98474,77.65852
317,100240002202600317,Kodagu,2,2026-05-13,2026,5,FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,12.25049,75.89157
318,100050004202500318,Belagavi,4,2025-01-17,2025,1,FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,15.84214,74.45824
319,100110002202600319,Davanagere,2,2026-03-22,2026,3,FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,14.39551,75.8943
320,100080003202200320,Ballari,3,2022-05-22,2022,5,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,15.10795,76.90728
321,100060003202500321,Kalaburagi,3,2025-03-10,2025,3,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,17.32776,76.90055
322,100110004202600322,Davanagere,4,2026-12-06,2026,12,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,14.45353,75.9025
323,100030002202200323,Mysuru,2,2022-01-27,2022,1,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.28287,76.7037
324,100240003202500324,Kodagu,3,2025-07-27,2025,7,FIR,Heinous,Crimes Against Women,Molestation,Charge Sheeted,12.44387,75.8417
325,100020002202300325,Bengaluru Rural,2,2023-10-25,2023,10,FIR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,13.34158,77.50688
326,100020004202200326,Bengaluru Rural,4,2022-11-18,2022,11,PAR,Heinous,Narcotics,NDPS Trafficking,Under Investigation,13.28182,77.64496
327,400260004202400327,Chikkaballapur,4,2024-10-15,2024,10,UDR,Non-Heinous,Crimes Against Property,Burglary,Closed,13.39947,77.67127
328,700200001202400328,Chitradurga,1,2024-06-14,2024,6,Zero FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,14.3337,76.4913
329,700120003202400329,Vijayapura,3,2024-10-21,2024,10,Zero FIR,Non-Heinous,Cyber Crime,Cyberstalking,Charge Sheeted,16.89949,75.7081
330,100110004202400330,Davanagere,4,2024-09-03,2024,9,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Closed,14.55561,75.89317
331,100280003202300331,Haveri,3,2023-05-27,2023,5,FIR,Heinous,Crimes Against Women,Domestic Violence,Under Investigation,14.7903,75.41244
332,100240003202500332,Kodagu,3,2025-03-15,2025,3,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,12.30631,75.88989
333,100240002202200333,Kodagu,2,2022-08-07,2022,8,FIR,Heinous,Crimes Against Body,Murder,Closed,12.32015,75.83577
334,100020002202500334,Bengaluru Rural,2,2025-05-12,2025,5,FIR,Heinous,Crimes Against Body,Murder,Closed,13.22153,77.53153
